Filename,Party,Speech
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,50PLUS,De werkende armen zijn hun baan kwijtgeraakt en staan nu in de rij bij de voedselbank maar dit kabinet kan daar echtwel wat aan doen. Want dit kabinet zou zich kunnen voorstellen om de bijstandsverlaging die voorzien is in 2021 te schrappen. Dat scheelt 167% mensen in armoede. Dat is berekend. Dus mijn vraag aan de staatssecretaris is: is dit niet het momentum om die draconische maatregel te schrappen? Van 't Wout: Dit is in ieder geval het momentum om een ongekend pakket dat wij gepresenteerd hebben verder uit te werken. Dat ziet juist op de positie van mensen met een laag inkomen of mensen die in de bijstand terechtkomen. Alleen al voor armoede en schulden trekken we 150 miljoen extra uit. Overigens komt er specifiek op dit punt — daar hebben onderzoeksbureaus naar gewezen — nog een reactie naar de Kamer dus die ziet u dan.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,DENK,Ik krijg hier weer net als bij de vorige bewindspersoon mevrouw Ollongren een beetje het gevoel dat deze staatssecretaris zich verschuilt achter: we komen volgende week met een steunpakket dus wacht u maar even af. De praktijk is zoals al vorig jaar in de krant stond dat in Nederland 400.000 kinderen in armoede opgroeien. Dat zijn de gevolgen van het beleid van onder andere dit kabinet van de VVD en van de afgelopen 40 jaar. Als je zo'n kindje op school krijgt dat gewoon niks te eten heeft ... Ik sprak een docent. Die docent zei: ik geef in de middag vanuit een eigen potje boterhammen zodat ze wat te eten hebben. Wat gaat het kabinet structureel — dus niet alleen op basis van het feit dat we nu corona hebben — doen aan het wegnemen van die armoede in plaats van mensen te vertellen dat ze zich niet moeten schamen om arm te zijn? Van 't Wout: Dat laatste heeft de heer Azarkan mij ook helemaal niet horen zeggen. Ik heb antwoord gegeven op vragen van de heer Slootweg. Hij vroeg of we er iets aan kunnen doen dat mensen die hulp nodig hebben schaamte voelen om die te vragen. Als er wel hulp is is het ook fijn als die terechtkomt bij mensen die het nodig hebben. Dat zult u met me eens zijn. Ook voor corona bestond er armoede. Daar heeft het kabinet al veel voor gedaan specifiek ook voor kinderarmoede. U weet ook dat we bezig zijn met gemeenten om te zorgen dat de budgetten die we ervoor vrijgemaakt hebben ook echt bij die kinderen terechtkomen. Er komt binnenkort ook weer een voortgangsbrief over naar de Kamer maar ik kan al wel verklappen dat we daar een verbetering zien. Daarnaast hebben we nu een pakket gemaakt om de ergste klappen op te vangen van de komende twee jaar. In the long run denk ik dat we vooral moeten zorgen dat deze economie blijft groeien of weer gaat groeien zodat we voldoende middelen hebben om juist die kinderarmoede te bestrijden.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,D66,De jongvolwassenen stroomden relatief vaak in. Deze groep heeft ook vaak een flexcontract. We willen de staatssecretaris vragen om te onderzoeken of het mogelijk is om een opbouw van schulden bij deze groep te voorkomen. Dan heb ik nog een tweede vraag aan de staatssecretaris. Kan de staatssecretaris ook onderzoeken of deze nieuwe klantenvan de voedselbank in beeld zijn bij de gemeenten en of de gemeenten van plan zijn om deze klanten proactief te benaderen en te helpen bij het voorkomen van schulden of eigenlijk bij het oplossen van hun schulden? Van 't Wout: Het lijkt mij goed als ik dat laatste evenals de suggesties van de heer Slootweg meeneem in dat overleg. U weet dat mijn voorganger hard bezig was met de brede schuldenaanpak. Ik kijk even of ik minister Van Ark zie. Ja daar zit ze. Kijk dat is nou mooi geregisseerd hè. Die zijn we aan het versnellen. We zijn dus aan het bekijken welke dingen we naar voren kunnen halen welke dingen we kunnen intensiveren en welke groepen extra aandacht nodig hebben. We zitten nu in september en de bedoeling is om u daar voor het einde van deze maand over te informeren. Ik denk namelijk dat u gelijk heeft dat daar een hele kwetsbare groep zit. Daar hebben we vorige week in het vragenuur ook uitgebreid bij stilgestaan.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,"Voorzitter. De EU steekt 5 miljard in het Egypte van moslimbroeder Morsi en zijn sharia-agenda. Dat is een bizarre beslissing. De heer Morsi is een virulente antisemiet. Hij noemt Joden bloedzuigers oorlogshitsers en – verwijzend naar een islamitische overlevering over Joden – nakomelingen van apen en varkens. De heer Morsi is antisemiet maar hij is ook de huidige president van Egypte. Bovendien is hij lid van de Moslimbroederschap. De heer Morsi heeft een conceptgrondwet aangeboden die is aangenomen met een consequente verwijzing naar het islamitisch recht de sharia. De Moslimbroederschap de organisatie waar deze president bij hoort heeft overigens nooit een geheim gemaakt van haar islamitische agenda: ""Allah is ons doel de profeet ons voorbeeld de koran onze grondwet en de jihad onze weg"". Onderdrukking van vrouwen intimidatie en geweld tegen niet-moslims en de inperking van de vrijheid van meningsuiting om islamkritiek onmogelijk te maken zijn het gevolg. Dat is het Egypte van nu. Sinds de revolutie hebben zo'n 100.000 christenen het land verlaten wegens bedreiging en geweld waartegen de overheid nauwelijks optreedt. Egypte glijdt in rap tempo af naar een islamitische dictatuur. Wat doet de EU? De EU beloont dit islamo-fascistische regime met miljarden euro's. De PVV wil weten uit welke geldpotten deze bijdrage precies komt welke andere organisaties bijdragen aan het bedrag van 5 miljard en hoeveel Nederlands belastinggeld er in totaal gaat naar dit shariaregime in Egypte."
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,De naïeve houding van deze minister is stuitend. Wij hebben hier te maken met een antisemitische president van Egypte. Deze man heeft niet het beste voor met christenen niet met vrouwen niet met Israël en niet met joden. Het is een verschrikkelijk mannetje. Nederland wordt kapot bezuinigd maar er is volgens dit kabinet blijkbaar genoeg Nederlands belastinggeld over om weg te geven aan sharialanden als Egypte. Nederland betaalt mee aan de 5 miljard euro van de EU zoals wij net hebben gehoord. Daar blijft het echter niet bij. Nederland geeft ook sloten met geld aan Egypte via directe ontwikkelingshulp: dit jaar bijna 4 miljoen. Ook via de Wereldbank Matra-Zuidgelden en gesubsidieerde hulpclubs als OxfamNovib gaan er miljoenen richting Egypte. De PVV hoort graag wat dit kabinet bezielt om geld te steken in een regime geleid door een antisemiet dat christenen aan hun lot overlaat rechten van vrouwen bij het vuil zet en het woord democratie niet eens kan spellen. De PVV wil verder weten wat het kabinet gaat doen om zo spoedig mogelijk alle financiële hulp aan Egypte te stoppen en welke maatregelen hij in het bijzonder in Europa gaat treffen om dit bizarre plan tegen te houden.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,De minister heeft de PVV niet horen zeggen dat het om een nieuw plan of nieuw geld zou gaan. Dit is dus een correctie van de woorden van de minister. Blijkbaar is het nodig dat hij nóg een keer hoort dat er 100.000 christenen zijn gevlucht dat wij te maken hebben met een antisemiet en dat de rechten van vrouwen bij het vuil worden gezet. Er is dus helemaal geen sprake van een democratiseringsproces. Het wordt niets met Egypte zolang de islam daar dominant is. Zolang het kabinet niets doet om de EU-steun aan dit sharialand te stoppen en zelfs direct Nederlands belastinggeld blijft overmaken aan de regering van moslimbroeder Morsi laat het kabinet behalve de Nederlandse belastingbetaler ook de christenen vrouwen en niet-moslims in Egypte keihard in de steek. Dit kabinet betaalt mee aan de opbouw van een islamitische dictatuur. Wat ons betreft is dat een ongehoorde schande.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,De minister daagt de PVV niet alleen uit maar hij liegt ook. De PVV heeft nooit gezegd dat het niets zal worden met de Arabische wereld zolang er moslims wonen. Wij maken altijd een heel helder onderscheid tussen enerzijds de islam en anderzijds moslims. Blijkbaar is dat voor de minister allemaal een beetje te moeilijk of te abstract. Toch maken wij dat verschil. Dit is een belachelijke aantijging.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,Ik zei zojuist al dat de PVV altijd een heel helder onderscheid maakt tussen de islam en moslims. Dat hebben we in het verleden gedaan en dat blijven we doen. Blijkbaar is dit wat te abstract voor de minister. Hij is blijkbaar niet in staat om te zien dat er een verschil is tussen een ideologie en de mensen. Dat is zijn probleem niet dat van ons.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,Ik zei al dat er een duidelijk verschil is tussen enerzijds de islam …
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,PVV,Begrijpen wij goed dat dit kabinet vrolijk verdergaat met het geven van geld en niets terugvraagt ondanks het feit dat koptische vrouwen worden verkracht en niet-moslims worden bedreigd en geïntimideerd? Er wordt geweld gepleegd en christenen vluchten massaal het land uit. Is het de boodschap van dit kabinet dat dit oké is?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Voorzitter. Dank voor deze gelegenheid om op te helderen wat er nu precies aan de hand is naar aanleiding van een toespraak van de voorzitter van de Europese Raad de heer Van Rompuy in Egypte. Hij heeft gesproken over een bedrag van 5 miljard. Dat is geen nieuw geld. Dat bedrag is al eerder toegezegd en geaccordeerd door mijn ambtsvoorganger. Het betreft 4 miljard aan mogelijke leningen over een periode van twee jaar van de Europese Investeringsbank en van de European Bank for Reconstruction and Development. Deze leningen worden verstrekt aan het bedrijfsleven in Egypte voor de aanleg van wegen en andere infrastructuur en voor de stimulering van werkgelegenheid. Van het resterende bedrag van 1 miljard is 450 miljoen een mogelijke lening voor het geval Egypte met het IMF een akkoord bereikt over een herstructureringsprogramma. Er blijft dan een bedrag van 550 miljoen over voor een periode van twee jaar. Dat zijn inderdaad hulpgelden: 275 miljoen per jaar. Even ter vergelijking: van de Verenigde Staten krijgt Egypte ieder jaar 15 miljard dollar aan hulpgelden. Dat zijn de verhoudingen. Het Nederlandse aan-deel is hetzelfde aandeel als Nederland levert aan de Europese begroting. Dat is ongeveer 45% van het geheel als ik mij niet vergis. Ik wil de Kamer best schriftelijk preciezer informeren over het Nederlandse aandeel. Die informatie heb ik nu niet paraat. Waarom doen wij dit? Wij doen dit omdat er ontzettend veel op het spel staat in Egypte. Als in Egypte de economie weer een beetje op gang kan komen mensen weer perspectief zien en er weer banen komen hebben wij de meeste kans op een stabiel democratisch en rechtstatelijk Egypte. Dat is van ontzettend groot belang voor de ontwikkeling in de wijde Arabische regio. In Egypte wordt mede bepaald wat de toekomst zal zijn van die regio. Is dat een vreedzame regio? Is dat een regio die zich ontwikkelt tot een rechtsstaat? Is dat een regio waar de democratie echt vaste voet aan de grond krijgt? Dat zal allemaal mede worden bepaald door het succes van de hervormingen in Egypte. Tot slot de geciteerde uitspraken van president Morsi. Hij heeft die uitspraken waar ik met klem afstand van neem gedaan in 2010 dus voor hij president was. Ik neem er met grote nadruk afstand van. De feiten spreken echter ook voor zich. President Morsi heeft een belangrijke rol gespeeld in het tot stand brengen van een akkoord rond de crisis in Gaza. Hij staat achter het vredesverdrag met Israël en wil dat ook versterken. In die zin denk ik dat de president in zijn handelen een positieve bijdrage levert aan vrede en stabiliteit in de regio.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Ik herhaal nog maar eens – kennelijk is dat nodig – dat er geen nieuw plan is.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Ik neem echt afstand van deze woorden. Mij is al heel lang bekend dat het pas iets wordt tussen de PVV en de Arabische wereld als er daar geen moslims meer wonen. Het zal nog wel een tijdje duren voordat het zover is. De Nederlandse regering blijft investeren in de mogelijkheid van een democratische ontwikkeling in Egypte. De Nederlandse regering zal die investering blijven doen zolang zij van oordeel is dat dit bijdraagt aan een positieve ontwikkeling. Zodra wij tot de conclusie komen dat dit geen positieve bijdrage meer levert zullen wij onmiddellijk stoppen met deze hulp.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Als ik het goed begrijp wordt het dus volgens de PVV niets met de Arabische wereld zolang de islam daar aanwezig is. Heb ik het zo goed begrepen?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Ik heb het dus goed begrepen en het is duidelijk; het wordt volgens de PVV niets met de Arabische wereld zolang de islam daar aanwezig is. Ik hoop dat de PVV over ontzettend veel geduld beschikt want ik vermoed dat de islam nog eeuwenlang in de Arabische wereld aanwezig zal zijn.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Die criteria gelden. Die passen wij ook toe. Daarover sta ik voortdurend in contact met de Europese Commissie.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Nogmaals er is niks nieuws. Het is ook geen nieuwe aankondiging. Het is het nog een keer herhalen van wat al in november en bij de begrotingsbehandeling in december met de Kamer is besproken. Dat is alleen nog een keer herhaald. De criteria voor mensenrechten en goed bestuur gelden onverkort. Wij zullen op ieder moment bekijken wanneer het moment gekomen is waarop wij kunnen zeggen: bepaalde gelden kunnen vrijgegeven worden andere gelden niet. Die 5 miljard zijn niet vrijgegeven. Noch voor de leningen noch voor de hulpgelden is een blanco cheque verstrekt. Een en ander wordt stap voor stap gedaan in de komende jaren.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Nogmaals dit is niet nu door Van Rompuy gegeven. Dit is al eerder besloten. Ja voorzitter ik weet niet hoe vaak ik het moet zeggen maar het dringt kennelijk niet door.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Het is al eerder besloten. Dat is ook met de Kamer gedeeld. Daar heeft de Kamer ook mee ingestemd. Er is niets nieuws gebeurd wat dat betreft. Dat is mijn eerste antwoord.Dan het tweede punt. Voortdurend bij iedere discussie die wij hebben over de ontwikkelingen in Egypte maken wij de afweging of het zin heeft om door te gaan of dat het juist zin heeft om te stoppen. Bij de Verenigde Staten met een nog veel grotere omvang dan de Europese Unie en de Europese Unie is nog steeds de afweging dat het van groter belang is om hiermee door te gaan juist om te voorkomen dat de mensenrechtenschendingen waar de heer Omtzigt en ik ons vreselijk druk over maken zich uitbreiden en doorgaan. En ja wij spreken de Egyptenaren daar hard op aan. En ja ik bespreek dat met mijn Europese collega's. Dat zal ik overmorgen opnieuw doen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Nee dat is niet waar.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Ik zal het nu proberen andersom te formuleren voor de laatste keer.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,Het zal afhangen van wat er in de komende maanden gebeurt of er van die 5 miljard überhaupt iets die kant op is gegaan. Er is geen cheque van 5 miljard aan de Egyptenaren gegeven. We hebben iedere dag de mogelijkheid om te stoppen. We hebben iedere dag de mogelijkheid om niet verder te gaan met die leningen. Zowel de Verenigde Staten als de Europese Unie maakt echter de afweging dat het op dit moment verstandig is om perspectief te bieden aan een bevolking die steeds wanhopiger wordt door werkloosheid en armoede. Dat proberen we te doen maar het staat ons iedere dag vrij om hiermee te stoppen. Er is door Van Rompuy op geen enkele manier een cheque van 5 miljard verstrekt aan Egypte.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,De ontwikkeling en de verbetering van de rechtsstaat en de democratie in Egypte is een zeer belangrijke voorwaarde. Onderdeel daarvan is inderdaad dat wij de geloofswet van tafel willen hebben. Daar zal ik Egypte op blijven aanspreken. Als de geloofswet niet van tafel gaat zal het voor de Europese Unie en in ieder geval voor Nederland erg moeilijk zo niet onmogelijk worden om door te gaan met deze hulp.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,De SPRING-gelden zijn al eerder gedeblokkeerd bij een conferentie in Caïro begin november als ik mij niet vergis. Er wordt geknikt door de ambtenaren achter in de zaal. Op dat moment zijn de SPRING-gelden gedeblokkeerd. Dat hebben we ook besproken met de Kamer tijdens de begrotingsbehandeling. De leningen zijn niet nieuw. De enige mogelijkheid die ontstaat is de 450 miljoen aan extra leningen op het moment dat er een akkoord is met het IMF over structurele hervormingen. Er is dus nu geen sprake van een deblokkering. Er is ook geen sprake van nieuw geld behalve de mogelijkheid van 450 miljoen aan lening op het moment dat er een akkoord is met het IMF.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,Minister Timmermans,De heer Van Klaveren wil kennelijk alleen horen wat hem uitkomt. Ik heb heel nadrukkelijk gezegd dat de conditionaliteit onverkort vaststaat en dat we iedere dag het besluit kunnen nemen om te stoppen als we de indruk hebben dat de veranderingen structureel de verkeerde kant op gaan en we niets kunnen bereiken. Ik heb zojuisthelder antwoord gegeven op een vraag van de VVD-fractie over de geloofswet en de conditionaliteit die we eraan koppelen. Er is wel degelijk sprake van conditionaliteit en ik zal er van dag tot dag op toezien dat die conditionaliteit ook wordt gehandhaafd. De bottomline is op dit moment dat de internationale gemeenschap de Verenigde Staten en de Europese Unie voorop van mening is dat het investeren in het wegnemen van armoede en het bieden van perspectief in Egypte een betere kans op een democratische ontwikkeling mogelijk maakt dan het nu onze handen aftrekken van Egypte. Daarmee zouden we de zaak echt overlaten aan mensen die wellicht zeer kwade bedoelingen hebben in de richting van vrienden van Nederland.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Het is terecht dat dit punt hier wordt gemaakt. Het is uiteraard onbegrijpelijk naïef en absurd dat de Europese Commissie die 5 miljard nu vrijgeeft gezien de huidige situatie. De doodstraf is onlangs uitgesproken voor de vrijheid van meningsuiting. Bij demonstraties die begin december dus onder Morsi zijn gehouden zijn er vrouwen vermoord. Het geweld is toegenomen. Zo kan ik nog wel even doorgaan. Mijn vraag aan de minister is de volgende. Wij hebben hierover een uitgebreid debat gehad bij de begrotingsbehandeling van Buitenlandse Zaken. Daarin hebben collega Omtzigt en ik een motie ingediend waarin wordt verzocht geen hulp te geven zonder voorwaarden vooraf. Wat heeft de minister nu gedaan? Heeft hij bijvoorbeeld Van Rompuy of lady Ashton gebeld om duidelijk aan te geven dat er geen geld gaat naar Egypte als er geen duidelijke mensenrechtencriteria zijn gesteld?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Ik kom terug op de antwoorden van de minister. De minister zegt: er is niets nieuws onder de zon de Kamer is eerder geïnformeerd. Dan wil ik de minister erover informeren dat wij toen hij nog geen minister was als Kamer juist hebben besloten om de SPRING-gelden te bevriezen. Dat heeft trouwens de Europese Unie ook gedaan. De leningen zijn nieuw dus het totale bedrag komt neer op iets van 45 miljard dat nu opeens wordt vrijgemaakt voor Egypte. Als Van Rompuy dat zegt ga ik ervan uit dat hij de criteria voor mensenrechten heeft bekeken en alsnog besluit om op dit moment de gelden vrij te maken.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Als ik de minister goed begrepen heb wordt er een andere afslag genomen. We hebben iets gevraagd ten aanzien van wetgeving die we nu al hebben. Het is al verboden bepaalde diensten of producten te verlenen aan mensen onder de 18. We hebben gevraagd om in Nederlandse wetgeving beter te borgen waaraan bedrijven zouden moeten voldoen. Nu hoor ik de minister volgens mij zeggen: wij gaan in Europa kijken. Maar daarmee zegt hij eigenlijk: we gaan die motie niet uitvoeren. Tenminste zo hoor ik dat. Dat wil ik dus even verifiëren. Dat zou ik een hele slechte ontwikkeling vinden. Eén. Omdat het een Kameruitspraak is dat we dat willen. Twee. Omdat het kabinet volgens mij wel voornemens was om te rapporteren over hoe de wetswijzigingen eruit zouden moeten zien. Ten derde hebben we de technologie al; volgens mij gaf de heer Six Dijkstra dat net aan. Andere landen nemen ook gewoon extra stappen om hun minderjarigen te beschermen. Ik heb voorbeelden genoemd als Spanje Frankrijk en Engeland. Frankrijk en Spanje zitten nog in de Europese Unie Engeland niet. Ik hoop dus dat ik het verkeerd begrepen heb. Ik hoop toch echt dat dit kabinet nog voornemens is om de wetgeving op het gebied van gokken alcohol en schulden ten aanzien van leeftijdsverificatie te verstevigen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Dat is fijn. Ik ben het met de minister eens dat de DSA ook een bevoegdheid kent waar de toezichthouders kunnen controleren of er sprake is van leeftijdsverificatie. Daar ben ik het mee eens. Helemaal prima. Dat mogen ze doen. Maar het gaat toch ook wel om de nationale competentie om huidige nationale wetgeving dus die er al is maar waarbij leeftijdsverificatie onvoldoende gedetailleerd uitgewerkt is en daardoor omzeild kan worden aan te passen. Volgens mij was dat de strekking van onze motie. De hele Kamer behalve Forum voor Democratie was daarvoor. Omdat het een wens is hoop ik toch echt dat het kabinet daarmee voortvarend aan de slag gaat.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Ik wil een aantal dingen zeggen. Ik concludeer dat het kabinet niet voornemens is om de motie uit te voeren zoalseen meerderheid van de Kamer heeft gevraagd. De Kamer vraagt namelijk om wettelijk te borgen waar wettelijk noodzakelijke leeftijdsverificatie bij verkoop of gebruik van onlinediensten aan moet voldoen op een dusdanige manier dat de privacy gewaarborgd blijft. Ik ben het met de minister eens dat leeftijdsverificatie er moet zijn. Maar de minister had het ook over gokken en dat is nou juist een sector waarin er enorm veel over wordt geklaagd dat de leeftijdsverificatie die er wel is niet voldoet. Jongeren kunnen die verificatie omzeilen. Die kunnen echt wel …
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Sorry voorzitter. Dit komt een beetje rauw op mijn dak omdat ik hier dan misschien opnieuw moet vragen om een Kameruitspraak dat wij gewoon nationale regelgeving willen. Ik zou de minister toch willen meegeven om er misschien in de tweede termijn op terug te komen. Het is namelijk niet zo dat nationale wetgeving niet wordt uitgevoerd. Ten eerste hebben we al leeftijdsverificatie opgenomen in wetgeving. En ten tweede hebben de landen die ik net heb genoemd zoals Frankrijk en Spanje die ook in de Europese Commissie zitten en de DSA steunen ook deze stappen gezet. Ik zou graag echt duidelijk van de minister willen weten of hij deze motie over nationale verscherping van nationale wetgeving niet gaat uitvoeren. Dat hoor ik graag want dan ben ik wel voornemens om opnieuw om een Kameruitspraak daarover te vragen.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Sorry voorzitter maar dit luistert nauw. Ik ben blij met de positieve toon van de minister. Ik vroeg wel echt of de minister bereid is om in Europees verband voor verplichte labeling te pleiten. Dat is iets anders dan onderzoeken wat er nu Europees gebeurt. Dat betekent dus dat de minister of zijn collega daarvoor naar Europa gaat. Zou ik daar een toezegging op kunnen krijgen? Dat betekent dan ook dat we een terugkoppeling krijgen over het Europese speelveld nadat dit voorstel is gedaan.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,ChristenUnie,Voorzitter ik wil even kijken hoe het nu gaat met de beantwoording. Het heeft mijn voorkeur om het vandaag af te ronden maar ik zie ook dat we nog de AFB en de hoofdelijke stemming hebben. Als het uitloopt wil ik heroverwegen om het in een WGO te doen maar misschien kan de minister nu gewoon doorgaan.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Ook de VVD is kritisch over de omvang maar ook over het moment van de toekenning van deze gelden. Ik heb twee vragen aan de minister. De eerste sluit aan bij de heer Voordewind welke criteria zijn er gesteld? De ambtsvoorganger van minister Timmermans heeft die toegezegd. Waar kunnen wij die nalezen en hoe worden die gehandhaafd? De tweede vraag gaat over de EIB-gelden. In hoeverre vindt de minister het een taak van de EIB om ook kijkend naar de situatie in Europa buiten de Europese Unie leningen te verstrekken vanuit de Europese Investeringsbank? Hebben wij daar niet andere instrumenten voor?
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Omdat dit debat een beetje een herhaling van zetten lijkt probeer ik er toch iets heel concreets uit te halen. De minister zegt dat er nu niets is vrijgegeven en dat er voorwaarden gelden. Er is een heel concreet punt waar de VVD al lang op hamert: is een van de voorwaarden de intrekking van de geloofswet? De geloofswet in Egypte is een heel concrete toetssteen die wij belangrijk vinden voor het uiteindelijk vrijgeven van de gelden.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Ik ben er voorstander van om het vandaag af te ronden met inachtneming van de afspraak dat we het op het voorstel houden en niet op alle zaken die in Brussel besloten worden.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Voorzitter. Afgelopen donderdag 7 juni zijn vier medewerkers van het Internationaal Strafhof om onduidelijke redenen in Libië gearresteerd. Een jaar nadat de NAVO het Libische volk te hulp schoot hindert hetzelfde Libië de loop van het recht. Het zijn vooruitstrevende internationale rechtsregels die een slachting onder de bevolking van Benghazi hebben voorkomen. De internationale gemeenschap beschermde de burgers van Libië tegen het eigen regime. Het minste dat wij van de overgangsregering van Libië mogen verwachten is dat zij de medewerkers van de internationale gemeenschap beschermt zeker omdat diezelfde overgangsregering akkoord is gegaan met een volledige ik herhaal volledige samenwerking met het Internationaal Strafhof dat in Den Haag zetelt. Libië heeft de immuniteit van de medewerkers van het Strafhof te garanderen en niet te schenden. Het land schaadt nu ook het vertrouwen van de internationale gemeenschap dat zijn bevrijding mogelijk heeft gemaakt. De VVD ziet geen rechtvaardiging voor de arrestatie en betwijfelt dat er van deze mensen een bedreiging zou uitgaan voor de nationale veiligheid. Overtuigend bewijs is niet gepresenteerd. Dan moet de immuniteit dus gewoon worden gegarandeerd. De medewerkers moeten worden vrijgelaten. Ik wil weten wat de minister gisteravond met de hoofdaanklager van het Strafhof de heer Ocampo heeft besproken. Wij nemen aan dat de minister met ons van mening is dat Nederland een bijzondere verantwoordelijkheid draagt vanwege het feit dat het Strafhof in Den Haag is gevestigd. Ik wil weten of de ware intentie van de Libische overgangsregering niet zozeer op het handelen van het Strafhof is gericht als wel op het zelf berechten van Saïf Kadhafi. De vraag die zich opdringt is of het Libische rechtssysteem daar klaar voor is. Immers er is geen grondwet er is geen parlement en de verkiezingen zijn uitgesteld. Het Strafhof formuleerde zijn aanklacht al ver voordat het regime van Kadhafi viel en daarom is het logisch dat het een beschaafde berechting van de zoon van Kadhafi probeert te regelen. Is de regering dat met ons eens? Ik stel twee korte vragen. Zijn de medewerkers door de rebellen opgepakt of door het leger en zijn ze daarna wellicht overgedragen? Een van de gearresteerde medewerkers is de Australische advocate Taylor. De Australische tv-zender ABC meldt dat zij kan worden vrijgelaten indien ze de verblijfplaats prijsgeeft van een handlanger van het regime van Kadhafi. Klopt dat? Het is wat ons betreft ondenkbaar dat het Strafhof zwicht voor chantage.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Dat gerucht kan misschien niet worden bevestigd maar het is in ieder geval helder dat er een buitengewoon ernstige situatie is ontstaan niet alleen voor deze vier medewerkers met inbegrip van mevrouw Taylor maar ook voor het ICC en de status daarvan in het algemeen. Dan is het onvoldoende dat er slechts informatie wordt uitgewisseld met de hoofdaanklager. Ik begrijp heel goed dat de Nederlandse regering misschien niet direct in dit gesprek een klacht kan overbrengen maar ik vind het toch van het allergrootste belang dat de Nederlandse regering omdat het ICC hier in Den Haag zetelt alle zeilen bijzet desnoods in Europees verband om er zorg voor te dragen dat de Libische overgangsregering klip-en-klaar weet dat dit niet kan en dat die medewerkers direct moeten worden vrijgelaten. Ik koppel hieraan nog een opmerking. Naar verwachting zal het Strafhof steeds actiever worden in conflicten die zich in de Arabische regio voordoen. Het zal ongetwijfeld niet de laatste keer zijn dat medewerkers van het ICC worden gehinderd of vastgezet. Dit probleem moet daarom Europees worden geagendeerd.
0016b926-2a8d-4bf1-bde3-c754311e117c.pdf.txt,VVD,Resolutie 1973 maakte de bevrijding van Libië mede mogelijk en resolutie 1970 maakte immuniteit van de medewerkers van het ICC mogelijk. Daaraan heeft Libië volledige medewerking toegezegd. Dat betekent dat de internationale gemeenschap de EU incluis het niet op zijn beloop kan laten. Ik roep de minister op om er zo voortvarend als hij kan voor te zorgen dat niet alleen die medewerkers vrijkomen maar dat het ICC de positie krijgt die het toekomt. Nederland moet daarin vooroplopen omdat wij het ICC in ons midden hebben.
